"time","year","month","clave","delegacion","edos","cveEdo","valor","INPC","INPC_ms","valor_def"
2018-06-01,"2018/Jun","Jun","Salario diario hombres","NUEVO.LEÓN.4","Nuevo León","19",414.47,99.3764649317868,0.743385110313259,557.54412383286
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","NUEVO.LEÓN.5","Nuevo León","19",358.7,99.3764649317868,0.743385110313259,482.522443648145
2018-06-01,"2018/Jun","Jun","Salario diario hombres","OAXACA.4","Oaxaca","20",293.07,99.3764649317868,0.743385110313259,394.237113353672
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","OAXACA.5","Oaxaca","20",263.39,99.3764649317868,0.743385110313259,354.311643246404
2018-06-01,"2018/Jun","Jun","Salario diario hombres","PUEBLA.4","Puebla","21",338.33,99.3764649317868,0.743385110313259,455.120764871695
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","PUEBLA.5","Puebla","21",275.33,99.3764649317868,0.743385110313259,370.373304738344
2018-06-01,"2018/Jun","Jun","Salario diario hombres","QUERÉTARO.4","Querétaro","22",427.32,99.3764649317868,0.743385110313259,574.829915304504
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","QUERÉTARO.5","Querétaro","22",353.53,99.3764649317868,0.743385110313259,475.567771126091
2018-06-01,"2018/Jun","Jun","Salario diario hombres","QUINTANA.ROO.4","Quintana Roo","23",258.99,99.3764649317868,0.743385110313259,348.392773014868
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","QUINTANA.ROO.5","Quintana Roo","23",261.95,99.3764649317868,0.743385110313259,352.374558443356
2018-06-01,"2018/Jun","Jun","Salario diario hombres","SAN.LUIS.POTOSÍ.4","San Luis Potosí","24",378.29,99.3764649317868,0.743385110313259,508.874868156278
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","SAN.LUIS.POTOSÍ.5","San Luis Potosí","24",321.1,99.3764649317868,0.743385110313259,431.943007124114
2018-06-01,"2018/Jun","Jun","Salario diario hombres","SINALOA.4","Sinaloa","25",275.11,99.3764649317868,0.743385110313259,370.077361226767
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","SINALOA.5","Sinaloa","25",242.17,99.3764649317868,0.743385110313259,325.766546357043
2018-06-01,"2018/Jun","Jun","Salario diario hombres","SONORA.4","Sonora","26",334.75,99.3764649317868,0.743385110313259,450.304956819673
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","SONORA.5","Sonora","26",263.67,99.3764649317868,0.743385110313259,354.688298624774
2018-06-01,"2018/Jun","Jun","Salario diario hombres","TABASCO.4","Tabasco","27",304.84,99.3764649317868,0.743385110313259,410.070091223029
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","TABASCO.5","Tabasco","27",281.42,99.3764649317868,0.743385110313259,378.565559217901
2018-06-01,"2018/Jun","Jun","Salario diario hombres","TAMAULIPAS.4","Tamaulipas","28",360.24,99.3764649317868,0.743385110313259,484.594048229183
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","TAMAULIPAS.5","Tamaulipas","28",288.85,99.3764649317868,0.743385110313259,388.560378722517
2018-06-01,"2018/Jun","Jun","Salario diario hombres","TLAXCALA.4","Tlaxcala","29",315.39,99.3764649317868,0.743385110313259,424.261927800916
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","TLAXCALA.5","Tlaxcala","29",262.21,99.3764649317868,0.743385110313259,352.724309866128
2018-06-01,"2018/Jun","Jun","Salario diario hombres","VERACRUZ.NORTE.4","Veracruz","30",374.19,99.3764649317868,0.743385110313259,503.359557258711
2018-06-01,"2018/Jun","Jun","Salario diario hombres","VERACRUZ.SUR.4","Veracruz","30",321.04,99.3764649317868,0.743385110313259,431.86229525732
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","VERACRUZ.SUR.5","Veracruz","30",262.4,99.3764649317868,0.743385110313259,352.979897444308
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","VERACRUZ.NORTE.5","Veracruz","30",351.95,99.3764649317868,0.743385110313259,473.442358633858
2018-06-01,"2018/Jun","Jun","Salario diario hombres","YUCATÁN.4","Yucatán","31",304.49,99.3764649317868,0.743385110313259,409.599272000066
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","YUCATÁN.5","Yucatán","31",303.68,99.3764649317868,0.743385110313259,408.509661798352
2018-06-01,"2018/Jun","Jun","Salario diario hombres","ZACATECAS.4","Zacatecas","32",342.71,99.3764649317868,0.743385110313259,461.012731147633
2018-06-01,"2018/Jun","Jun","Salario diario mujeres","ZACATECAS.5","Zacatecas","32",283.17,99.3764649317868,0.743385110313259,380.919655332716
2018-07-01,"2018/Jul","Jul","Salario diario hombres","AGUASCALIENTES.4","Aguascalientes","1",363.99,99.9090991045135,0.747369477371605,487.028184881329
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","AGUASCALIENTES.5","Aguascalientes","1",292.95,99.9090991045135,0.747369477371605,391.974798101556
2018-07-01,"2018/Jul","Jul","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",375.95,99.9090991045135,0.747369477371605,503.030979164635
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",309.16,99.9090991045135,0.747369477371605,413.664204065803
2018-07-01,"2018/Jul","Jul","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",335.33,99.9090991045135,0.747369477371605,448.68035175762
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",297.34,99.9090991045135,0.747369477371605,397.848733461398
2018-07-01,"2018/Jul","Jul","Salario diario hombres","CAMPECHE.4","Campeche","4",426.93,99.9090991045135,0.747369477371605,571.243558810368
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","CAMPECHE.5","Campeche","4",332.93,99.9090991045135,0.747369477371605,445.469088690735
2018-07-01,"2018/Jul","Jul","Salario diario hombres","CDMX.NORTE.3","CDMX","9",510.51,99.9090991045135,0.747369477371605,683.075795114611
2018-07-01,"2018/Jul","Jul","Salario diario hombres","CDMX.SUR.4","CDMX","9",415.66,99.9090991045135,0.747369477371605,556.16400265879
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","CDMX.SUR.5","CDMX","9",388.76,99.9090991045135,0.747369477371605,520.17109578413
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",461.3,99.9090991045135,0.747369477371605,617.231521980705
2018-07-01,"2018/Jul","Jul","Salario diario hombres","CHIAPAS.4","Chiapas","7",311.71,99.9090991045135,0.747369477371605,417.076171074367
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","CHIAPAS.5","Chiapas","7",292.89,99.9090991045135,0.747369477371605,391.894516524884
2018-07-01,"2018/Jul","Jul","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",375.41,99.9090991045135,0.747369477371605,502.308444974586
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",291.95,99.9090991045135,0.747369477371605,390.636771823687
2018-07-01,"2018/Jul","Jul","Salario diario hombres","COAHUILA.4","Coahuila","5",387.61,99.9090991045135,0.747369477371605,518.632365564581
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","COAHUILA.5","Coahuila","5",295.98,99.9090991045135,0.747369477371605,396.029017723497
2018-07-01,"2018/Jul","Jul","Salario diario hombres","COLIMA.4","Colima","6",328.53,99.9090991045135,0.747369477371605,439.581773068114
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","COLIMA.5","Colima","6",269.74,99.9090991045135,0.747369477371605,360.91920819223
2018-07-01,"2018/Jul","Jul","Salario diario hombres","DURANGO.4","Durango","10",300.08,99.9090991045135,0.747369477371605,401.514925462758
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","DURANGO.5","Durango","10",242.68,99.9090991045135,0.747369477371605,324.71221711311
2018-07-01,"2018/Jul","Jul","Salario diario hombres","MÉXICO.PONIENTE.4","Estado de México","15",382.82,99.9090991045135,0.747369477371605,512.223219693591
2018-07-01,"2018/Jul","Jul","Salario diario hombres","MÉXICO.ORIENTE.4","Estado de México","15",352.7,99.9090991045135,0.747369477371605,471.921868204194
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","MÉXICO.PONIENTE.5","Estado de México","15",329.49,99.9090991045135,0.747369477371605,440.866278294868
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","MÉXICO.ORIENTE.5","Estado de México","15",293.32,99.9090991045135,0.747369477371605,392.469867824367
2018-07-01,"2018/Jul","Jul","Salario diario hombres","GUANAJUATO.4","Guanajuato","11",332.52,99.9090991045135,0.747369477371605,444.920497916809
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","GUANAJUATO.5","Guanajuato","11",271.3,99.9090991045135,0.747369477371605,363.006529185704
2018-07-01,"2018/Jul","Jul","Salario diario hombres","GUERRERO.4","Guerrero","12",314.09,99.9090991045135,0.747369477371605,420.260673615694
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","GUERRERO.5","Guerrero","12",264.41,99.9090991045135,0.747369477371605,353.787528131191
2018-07-01,"2018/Jul","Jul","Salario diario hombres","HIDALGO.4","Hidalgo","13",327.07,99.9090991045135,0.747369477371605,437.628254702426
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","HIDALGO.5","Hidalgo","13",270.93,99.9090991045135,0.747369477371605,362.511459462893
2018-07-01,"2018/Jul","Jul","Salario diario hombres","JALISCO.4","Jalisco","14",367.05,99.9090991045135,0.747369477371605,491.122545291606
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","JALISCO.5","Jalisco","14",324.42,99.9090991045135,0.747369477371605,434.082485066075
2018-07-01,"2018/Jul","Jul","Salario diario hombres","MICHOACÁN.4","Michoacán","16",326.85,99.9090991045135,0.747369477371605,437.333888921295
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","MICHOACÁN.5","Michoacán","16",273.36,99.9090991045135,0.747369477371605,365.762863318113
2018-07-01,"2018/Jul","Jul","Salario diario hombres","MORELOS.4","Morelos","17",366.4,99.9090991045135,0.747369477371605,490.252828210992
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","MORELOS.5","Morelos","17",319.5,99.9090991045135,0.747369477371605,427.499395778962
2018-07-01,"2018/Jul","Jul","Salario diario hombres","Nacional","NACIONAL","33",375.85,99.9090991045135,0.747369477371605,502.897176536848
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","Nacional","NACIONAL","33",326.52,99.9090991045135,0.747369477371605,436.892340249599
2018-07-01,"2018/Jul","Jul","Salario diario hombres","NAYARIT.4","Nayarit","18",288.48,99.9090991045135,0.747369477371605,385.993820639484
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","NAYARIT.5","Nayarit","18",263.87,99.9090991045135,0.747369477371605,353.064993941142
2018-07-01,"2018/Jul","Jul","Salario diario hombres","NUEVO.LEÓN.4","Nuevo León","19",414.8,99.9090991045135,0.747369477371605,555.013300059824
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","NUEVO.LEÓN.5","Nuevo León","19",357.95,99.9090991045135,0.747369477371605,478.946506163004
2018-07-01,"2018/Jul","Jul","Salario diario hombres","OAXACA.4","Oaxaca","20",298.31,99.9090991045135,0.747369477371605,399.146618950931
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","OAXACA.5","Oaxaca","20",268.25,99.9090991045135,0.747369477371605,358.925549038206
2018-07-01,"2018/Jul","Jul","Salario diario hombres","PUEBLA.4","Puebla","21",344.75,99.9090991045135,0.747369477371605,461.28455929514
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","PUEBLA.5","Puebla","21",279.91,99.9090991045135,0.747369477371605,374.526935438151
2018-07-01,"2018/Jul","Jul","Salario diario hombres","QUERÉTARO.4","Querétaro","22",428.96,99.9090991045135,0.747369477371605,573.95975215444
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","QUERÉTARO.5","Querétaro","22",353.87,99.9090991045135,0.747369477371605,473.4873589493
2018-07-01,"2018/Jul","Jul","Salario diario hombres","QUINTANA.ROO.4","Quintana Roo","23",260.63,99.9090991045135,0.747369477371605,348.729788800848
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","QUINTANA.ROO.5","Quintana Roo","23",264.44,99.9090991045135,0.747369477371605,353.827668919527
2018-07-01,"2018/Jul","Jul","Salario diario hombres","SAN.LUIS.POTOSÍ.4","San Luis Potosí","24",385.11,99.9090991045135,0.747369477371605,515.28729986991
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","SAN.LUIS.POTOSÍ.5","San Luis Potosí","24",323.7,99.9090991045135,0.747369477371605,433.11910614601
2018-07-01,"2018/Jul","Jul","Salario diario hombres","SINALOA.4","Sinaloa","25",278.24,99.9090991045135,0.747369477371605,372.292431554111
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","SINALOA.5","Sinaloa","25",246.27,99.9090991045135,0.747369477371605,329.515731450658
2018-07-01,"2018/Jul","Jul","Salario diario hombres","SONORA.4","Sonora","26",342.03,99.9090991045135,0.747369477371605,457.645127819338
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","SONORA.5","Sonora","26",268.28,99.9090991045135,0.747369477371605,358.965689826542
2018-07-01,"2018/Jul","Jul","Salario diario hombres","TABASCO.4","Tabasco","27",308.45,99.9090991045135,0.747369477371605,412.714205408516
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","TABASCO.5","Tabasco","27",285.23,99.9090991045135,0.747369477371605,381.645235236412
2018-07-01,"2018/Jul","Jul","Salario diario hombres","TAMAULIPAS.4","Tamaulipas","28",363.7,99.9090991045135,0.747369477371605,486.640157260747
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","TAMAULIPAS.5","Tamaulipas","28",290.37,99.9090991045135,0.747369477371605,388.522690304655
2018-07-01,"2018/Jul","Jul","Salario diario hombres","TLAXCALA.4","Tlaxcala","29",326.64,99.9090991045135,0.747369477371605,437.052903402943
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","TLAXCALA.5","Tlaxcala","29",270.19,99.9090991045135,0.747369477371605,361.52132001727
2018-07-01,"2018/Jul","Jul","Salario diario hombres","VERACRUZ.SUR.4","Veracruz","30",327.26,99.9090991045135,0.747369477371605,437.882479695221
2018-07-01,"2018/Jul","Jul","Salario diario hombres","VERACRUZ.NORTE.4","Veracruz","30",394.72,99.9090991045135,0.747369477371605,528.145732400226
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","VERACRUZ.SUR.5","Veracruz","30",266.34,99.9090991045135,0.747369477371605,356.369918847477
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","VERACRUZ.NORTE.5","Veracruz","30",407.84,99.9090991045135,0.747369477371605,545.700637165859
2018-07-01,"2018/Jul","Jul","Salario diario hombres","YUCATÁN.4","Yucatán","31",306.88,99.9090991045135,0.747369477371605,410.613504152263
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","YUCATÁN.5","Yucatán","31",299.91,99.9090991045135,0.747369477371605,401.28746099552
2018-07-01,"2018/Jul","Jul","Salario diario hombres","ZACATECAS.4","Zacatecas","32",393.63,99.9090991045135,0.747369477371605,526.687283757349
2018-07-01,"2018/Jul","Jul","Salario diario mujeres","ZACATECAS.5","Zacatecas","32",291.42,99.9090991045135,0.747369477371605,389.927617896417
2018-08-01,"2018/Aug","Aug","Salario diario hombres","AGUASCALIENTES.4","Aguascalientes","1",363.04,100.492,0.751729864378633,482.939440353461
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","AGUASCALIENTES.5","Aguascalientes","1",291.62,100.492,0.751729864378633,387.931907216495
2018-08-01,"2018/Aug","Aug","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",372.3,100.492,0.751729864378633,495.257695139912
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",306.67,100.492,0.751729864378633,407.952396907217
2018-08-01,"2018/Aug","Aug","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",333.61,100.492,0.751729864378633,443.789738586156
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",295.44,100.492,0.751729864378633,393.01351988218
2018-08-01,"2018/Aug","Aug","Salario diario hombres","CAMPECHE.4","Campeche","4",422.4,100.492,0.751729864378633,561.903976435935
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","CAMPECHE.5","Campeche","4",332.78,100.492,0.751729864378633,442.685618556701
2018-08-01,"2018/Aug","Aug","Salario diario hombres","CDMX.NORTE.3","CDMX","9",510.87,100.492,0.751729864378633,679.592529455081
2018-08-01,"2018/Aug","Aug","Salario diario hombres","CDMX.SUR.4","CDMX","9",413,100.492,0.751729864378633,549.399484536082
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","CDMX.SUR.5","CDMX","9",387.87,100.492,0.751729864378633,515.969922680412
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",461.98,100.492,0.751729864378633,614.55586892489
2018-08-01,"2018/Aug","Aug","Salario diario hombres","CHIAPAS.4","Chiapas","7",310.19,100.492,0.751729864378633,412.634930044183
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","CHIAPAS.5","Chiapas","7",292.47,100.492,0.751729864378633,389.062632547865
2018-08-01,"2018/Aug","Aug","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",373.05,100.492,0.751729864378633,496.255393961708
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",290.69,100.492,0.751729864378633,386.694760677467
2018-08-01,"2018/Aug","Aug","Salario diario hombres","COAHUILA.4","Coahuila","5",385.59,100.492,0.751729864378633,512.93691826215
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","COAHUILA.5","Coahuila","5",295.11,100.492,0.751729864378633,392.574532400589
2018-08-01,"2018/Aug","Aug","Salario diario hombres","COLIMA.4","Colima","6",325.83,100.492,0.751729864378633,433.440276141384
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","COLIMA.5","Colima","6",269.5,100.492,0.751729864378633,358.506443298969
2018-08-01,"2018/Aug","Aug","Salario diario hombres","DURANGO.4","Durango","10",299.66,100.492,0.751729864378633,398.627238586156
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","DURANGO.5","Durango","10",242.73,100.492,0.751729864378633,322.895246686303
2018-08-01,"2018/Aug","Aug","Salario diario hombres","MÉXICO.PONIENTE.4","Estado de México","15",381.71,100.492,0.751729864378633,507.775489690722
2018-08-01,"2018/Aug","Aug","Salario diario hombres","MÉXICO.ORIENTE.4","Estado de México","15",350.46,100.492,0.751729864378633,466.20470544919
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","MÉXICO.PONIENTE.5","Estado de México","15",329.36,100.492,0.751729864378633,438.136111929308
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","MÉXICO.ORIENTE.5","Estado de México","15",291.18,100.492,0.751729864378633,387.346590574374
2018-08-01,"2018/Aug","Aug","Salario diario hombres","GUANAJUATO.4","Guanajuato","11",332.16,100.492,0.751729864378633,441.860854197349
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","GUANAJUATO.5","Guanajuato","11",271.38,100.492,0.751729864378633,361.00734167894
2018-08-01,"2018/Aug","Aug","Salario diario hombres","GUERRERO.4","Guerrero","12",314.34,100.492,0.751729864378633,418.155530191458
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","GUERRERO.5","Guerrero","12",265.21,100.492,0.751729864378633,352.799606038292
2018-08-01,"2018/Aug","Aug","Salario diario hombres","HIDALGO.4","Hidalgo","13",324.94,100.492,0.751729864378633,432.256340206186
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","HIDALGO.5","Hidalgo","13",270.33,100.492,0.751729864378633,359.610563328424
2018-08-01,"2018/Aug","Aug","Salario diario hombres","JALISCO.4","Jalisco","14",365.69,100.492,0.751729864378633,486.464642857143
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","JALISCO.5","Jalisco","14",323.62,100.492,0.751729864378633,430.500390279823
2018-08-01,"2018/Aug","Aug","Salario diario hombres","MICHOACÁN.4","Michoacán","16",325.68,100.492,0.751729864378633,433.240736377025
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","MICHOACÁN.5","Michoacán","16",272.44,100.492,0.751729864378633,362.417422680412
2018-08-01,"2018/Aug","Aug","Salario diario hombres","MORELOS.4","Morelos","17",363.81,100.492,0.751729864378633,483.963744477172
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","MORELOS.5","Morelos","17",318.02,100.492,0.751729864378633,423.050905743741
2018-08-01,"2018/Aug","Aug","Salario diario hombres","Nacional","NACIONAL","33",374.28,100.492,0.751729864378633,497.891620029455
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","Nacional","NACIONAL","33",325.76,100.492,0.751729864378633,433.347157584683
2018-08-01,"2018/Aug","Aug","Salario diario hombres","NAYARIT.4","Nayarit","18",288.09,100.492,0.751729864378633,383.236071428571
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","NAYARIT.5","Nayarit","18",264.35,100.492,0.751729864378633,351.655578055965
2018-08-01,"2018/Aug","Aug","Salario diario hombres","NUEVO.LEÓN.4","Nuevo León","19",412.87,100.492,0.751729864378633,549.226550073638
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","NUEVO.LEÓN.5","Nuevo León","19",357.02,100.492,0.751729864378633,474.931244477172
2018-08-01,"2018/Aug","Aug","Salario diario hombres","OAXACA.4","Oaxaca","20",297.18,100.492,0.751729864378633,395.328181148748
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","OAXACA.5","Oaxaca","20",268.41,100.492,0.751729864378633,357.056454344625
2018-08-01,"2018/Aug","Aug","Salario diario hombres","PUEBLA.4","Puebla","21",344.52,100.492,0.751729864378633,458.30293078056
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","PUEBLA.5","Puebla","21",279.96,100.492,0.751729864378633,372.421016200295
2018-08-01,"2018/Aug","Aug","Salario diario hombres","QUERÉTARO.4","Querétaro","22",427.89,100.492,0.751729864378633,569.207131811488
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","QUERÉTARO.5","Querétaro","22",353.67,100.492,0.751729864378633,470.47485640648
2018-08-01,"2018/Aug","Aug","Salario diario hombres","QUINTANA.ROO.4","Quintana Roo","23",259.42,100.492,0.751729864378633,345.097371134021
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","QUINTANA.ROO.5","Quintana Roo","23",263.43,100.492,0.751729864378633,350.431734167894
2018-08-01,"2018/Aug","Aug","Salario diario hombres","SAN.LUIS.POTOSÍ.4","San Luis Potosí","24",383.57,100.492,0.751729864378633,510.249782768778
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","SAN.LUIS.POTOSÍ.5","San Luis Potosí","24",323.49,100.492,0.751729864378633,430.327455817379
2018-08-01,"2018/Aug","Aug","Salario diario hombres","SINALOA.4","Sinaloa","25",276.87,100.492,0.751729864378633,368.310497054492
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","SINALOA.5","Sinaloa","25",245.44,100.492,0.751729864378633,326.500265095729
2018-08-01,"2018/Aug","Aug","Salario diario hombres","SONORA.4","Sonora","26",341.48,100.492,0.751729864378633,454.258924889543
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","SONORA.5","Sonora","26",267.73,100.492,0.751729864378633,356.151874079529
2018-08-01,"2018/Aug","Aug","Salario diario hombres","TABASCO.4","Tabasco","27",307.39,100.492,0.751729864378633,408.910187776141
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","TABASCO.5","Tabasco","27",283.99,100.492,0.751729864378633,377.781984536083
2018-08-01,"2018/Aug","Aug","Salario diario hombres","TAMAULIPAS.4","Tamaulipas","28",361.26,100.492,0.751729864378633,480.571568483063
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","TAMAULIPAS.5","Tamaulipas","28",288.91,100.492,0.751729864378633,384.326888807069
2018-08-01,"2018/Aug","Aug","Salario diario hombres","TLAXCALA.4","Tlaxcala","29",326.24,100.492,0.751729864378633,433.985684830633
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","TLAXCALA.5","Tlaxcala","29",269.33,100.492,0.751729864378633,358.280298232695
2018-08-01,"2018/Aug","Aug","Salario diario hombres","VERACRUZ.SUR.4","Veracruz","30",325.01,100.492,0.751729864378633,432.349458762887
2018-08-01,"2018/Aug","Aug","Salario diario hombres","VERACRUZ.NORTE.4","Veracruz","30",391.33,100.492,0.751729864378633,520.572639911635
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","VERACRUZ.SUR.5","Veracruz","30",264.77,100.492,0.751729864378633,352.214289396171
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","VERACRUZ.NORTE.5","Veracruz","30",405.66,100.492,0.751729864378633,539.635338733432
2018-08-01,"2018/Aug","Aug","Salario diario hombres","YUCATÁN.4","Yucatán","31",305.81,100.492,0.751729864378633,406.80836892489
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","YUCATÁN.5","Yucatán","31",298.4,100.492,0.751729864378633,396.951104565538
2018-08-01,"2018/Aug","Aug","Salario diario hombres","ZACATECAS.4","Zacatecas","32",391.06,100.492,0.751729864378633,520.213468335788
2018-08-01,"2018/Aug","Aug","Salario diario mujeres","ZACATECAS.5","Zacatecas","32",289.97,100.492,0.751729864378633,385.736969808542
2018-09-01,"2018/Sep","Sep","Salario diario hombres","AGUASCALIENTES.4","Aguascalientes","1",353.84,100.917,0.754909074588012,468.718699921718
2018-09-01,"2018/Sep","Sep","Salario diario mujeres","AGUASCALIENTES.5","Aguascalientes","1",287.24,100.917,0.754909074588012,380.496154661752
2018-09-01,"2018/Sep","Sep","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",371.97,100.917,0.754909074588012,492.734837242486
2018-09-01,"2018/Sep","Sep","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",306.71,100.917,0.754909074588012,406.287340190454
2018-09-01,"2018/Sep","Sep","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",334.14,100.917,0.754909074588012,442.622841939416
2018-09-01,"2018/Sep","Sep","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",295.42,100.917,0.754909074588012,391.331896707195
2018-09-01,"2018/Sep","Sep","Salario diario hombres","CAMPECHE.4","Campeche","4",426.94,100.917,0.754909074588012,565.551553653002
2018-09-01,"2018/Sep","Sep","Salario diario mujeres","CAMPECHE.5","Campeche","4",335.58,100.917,0.754909074588012,444.530356431523
2018-09-01,"2018/Sep","Sep","Salario diario hombres","CDMX.NORTE.3","CDMX","9",506.69,100.917,0.754909074588012,671.193415281865
2018-09-01,"2018/Sep","Sep","Salario diario hombres","CDMX.SUR.4","CDMX","9",413.39,100.917,0.754909074588012,547.602372147408
2018-09-01,"2018/Sep","Sep","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",457.06,100.917,0.754909074588012,605.450398446248
2018-09-01,"2018/Sep","Sep","Salario diario mujeres","CDMX.SUR.5","CDMX","9",388.15,100.917,0.754909074588012,514.16788202186
2018-09-01,"2018/Sep","Sep","Salario diario hombres","CHIAPAS.4","Chiapas","7",315.18,100.917,0.754909074588012,417.507234460002
2018-09-01,"2018/Sep","Sep","Salario diario mujeres","CHIAPAS.5","Chiapas","7",303.27,100.917,0.754909074588012,401.730500014864
2018-09-01,"2018/Sep","Sep","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",369.69,100.917,0.754909074588012,489.714605963316
2018-09-01,"2018/Sep","Sep","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",288.64,100.917,0.754909074588012,382.350682640189
